index,image_path,dice,iou
0,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_1.tif,2.544529253967198e-09,2.544529253967198e-09
1,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_10.tif,1.1402508937052858e-09,1.1402508937052858e-09
2,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_11.tif,0.5467514991760254,0.37622711062431335
3,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_12.tif,0.8328033685684204,0.7135072946548462
4,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_13.tif,0.8066646456718445,0.6759748458862305
5,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_14.tif,0.8153526782989502,0.6882662177085876
6,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_15.tif,0.635814905166626,0.46607670187950134
7,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_16.tif,0.5856945514678955,0.4141216576099396
8,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_17.tif,0.4554285705089569,0.29485756158828735
9,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_18.tif,0.2295081913471222,0.12962962687015533
10,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_19.tif,6.711409206161534e-09,6.711409206161534e-09
11,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_2.tif,3.7174721079225037e-09,3.7174721079225037e-09
12,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_20.tif,1.666666626931601e-08,1.666666626931601e-08
13,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_21.tif,6.944444574941144e-09,6.944444574941144e-09
14,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_22.tif,8.849557753265458e-10,8.849557753265458e-10
15,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_23.tif,1.0,1.0
16,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_3.tif,1.1098778562868006e-09,1.1098778562868006e-09
17,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_4.tif,3.952568938814238e-09,3.952568938814238e-09
18,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_5.tif,8.130081496915409e-09,8.130081496915409e-09
19,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_6.tif,2.0533881261997067e-09,2.0533881261997067e-09
20,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_7.tif,1.2658228243367375e-08,1.2658228243367375e-08
21,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_8.tif,2.7932960389165373e-09,2.7932960389165373e-09
22,../data/raw/kaggle_3m\TCGA_CS_4941_19960909\TCGA_CS_4941_19960909_9.tif,6.896551774104864e-09,6.896551774104864e-09
23,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_1.tif,1.0,1.0
24,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_10.tif,0.9266794919967651,0.863376259803772
25,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_11.tif,0.4266054928302765,0.2711370289325714
26,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_12.tif,5.2631573765893336e-08,5.2631573765893336e-08
27,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_13.tif,5.8823523829687474e-08,5.8823523829687474e-08
28,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_14.tif,1.4084506894107562e-08,1.4084506894107562e-08
29,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_15.tif,3.3333321880490985e-07,3.3333321880490985e-07
30,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_16.tif,1.8518518274390772e-08,1.8518518274390772e-08
31,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_17.tif,1.4285713945128009e-08,1.4285713945128009e-08
32,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_18.tif,1.2499998547355062e-07,1.2499998547355062e-07
33,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_19.tif,4.198152936396582e-10,4.198152936396582e-10
34,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_2.tif,3.4129692405571177e-09,3.4129692405571177e-09
35,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_20.tif,3.8314174055642525e-09,3.8314174055642525e-09
36,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_3.tif,4.184100621529296e-09,4.184100621529296e-09
37,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_4.tif,5.5555555711350735e-09,5.5555555711350735e-09
38,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_5.tif,1.9999995970465534e-07,1.9999995970465534e-07
39,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_6.tif,8.771929849160642e-09,8.771929849160642e-09
40,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_7.tif,0.7644787430763245,0.6187499761581421
41,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_8.tif,0.8435171246528625,0.7293814420700073
42,../data/raw/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_9.tif,0.9555847644805908,0.9149471521377563
43,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_1.tif,4.807692466357594e-09,4.807692466357594e-09
44,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_10.tif,0.16384181380271912,0.08923076838254929
45,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_11.tif,0.2930903434753418,0.17170818150043488
46,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_12.tif,0.4914744198322296,0.3257978856563568
47,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_13.tif,0.3962264060974121,0.24705882370471954
48,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_14.tif,0.6786307692527771,0.5135815143585205
49,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_15.tif,0.6654294729232788,0.4986094534397125
50,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_16.tif,0.5846379399299622,0.413066029548645
51,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_17.tif,0.6299517154693604,0.4598025381565094
52,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_18.tif,0.7200000286102295,0.5625
53,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_19.tif,0.5412935614585876,0.3710777759552002
54,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_2.tif,5.3447352099667e-10,5.3447352099667e-10
55,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_20.tif,0.24751067161560059,0.14123377203941345
56,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_21.tif,1.0,1.0
57,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_22.tif,1.0,1.0
58,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_23.tif,1.0,1.0
59,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_24.tif,1.0,1.0
60,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_3.tif,3.3090669093738256e-10,3.3090669093738256e-10
61,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_4.tif,1.8587360539612519e-09,1.8587360539612519e-09
62,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_5.tif,1.0638298242326982e-08,1.0638298242326982e-08
63,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_6.tif,1.0810811135186782e-09,1.0810811135186782e-09
64,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_7.tif,3.861003960992093e-09,3.861003960992093e-09
65,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_8.tif,3.8387715228793695e-10,3.8387715228793695e-10
66,../data/raw/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_9.tif,3.2258065107981793e-09,3.2258065107981793e-09
67,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_1.tif,1.2499998547355062e-07,1.2499998547355062e-07
68,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_10.tif,1.0,1.0
69,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_11.tif,1.0,1.0
70,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_12.tif,1.2987013242593548e-08,1.2987013242593548e-08
71,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_13.tif,1.0,1.0
72,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_14.tif,1.0,1.0
73,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_15.tif,1.0,1.0
74,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_16.tif,1.0,1.0
75,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_17.tif,0.46030840277671814,0.29896143078804016
76,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_18.tif,0.8190000057220459,0.6934800744056702
77,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_19.tif,0.7893231511116028,0.6519684791564941
78,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_2.tif,7.692307235629414e-08,7.692307235629414e-08
79,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_20.tif,0.7340983748435974,0.5799015760421753
80,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_21.tif,0.6856739521026611,0.5216924548149109
81,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_22.tif,0.5933114290237427,0.4217788279056549
82,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_23.tif,0.7220764756202698,0.5650389194488525
83,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_24.tif,0.696434497833252,0.5342535972595215
84,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_25.tif,0.8016728162765503,0.6689932942390442
85,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_26.tif,0.6486839056015015,0.4800386428833008
86,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_27.tif,0.707513153553009,0.5474045276641846
87,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_28.tif,0.49547064304351807,0.3293193578720093
88,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_29.tif,0.6458951830863953,0.4769904911518097
89,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_3.tif,3.134796200399137e-09,3.134796200399137e-09
90,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_30.tif,0.8711233735084534,0.771672785282135
91,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_31.tif,0.1342281848192215,0.07194244861602783
92,../data/raw/kaggle_3m\TCGA_DU_5871_19941206\TCGA_DU_5871_19941206_32.tif,2.237136476068713e-09,2.237136476068713e-09
